"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","teamid","conference_id","player_id","player_url"
"1","2020","Cornell","Ivy League",1,"30","Hollerbach, Joe","Fr","INF",9,8,0.172,0.242,0.31,3,29,5,1,0,9,1,4,2,1,1,NA,11,1,NA,NA,NA,NA,167,865,"2347188","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347188"
"2","2020","Cornell","Ivy League",1,"3","Carnegie, Alex","Sr","INF",9,8,0.208,0.323,0.292,3,24,5,2,0,7,0,3,4,1,2,NA,10,NA,1,NA,NA,NA,167,865,"1884385","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884385"
"3","2020","Cornell","Ivy League",1,"4","Matton, Kalani","Jr","INF",9,9,0.276,0.323,0.276,3,29,8,0,0,8,0,1,2,NA,NA,NA,9,1,NA,NA,1,NA,167,865,"1997347","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997347"
"4","2020","Cornell","Ivy League",1,"21","Garza, Ramon","Jr","OF",9,9,0.167,0.306,0.3,4,30,5,1,0,9,1,4,5,1,NA,NA,10,2,NA,NA,1,NA,167,865,"1997328","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997328"
"5","2020","Cornell","Ivy League",1,"13","Russell, Shane","Fr","INF",9,9,0.171,0.194,0.171,1,35,6,0,0,6,0,1,1,NA,NA,NA,17,NA,NA,NA,NA,NA,167,865,"2347184","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347184"
"6","2020","Cornell","Ivy League",1,"41","Guy, Wils","Fr","OF",9,9,0.294,0.368,0.353,3,34,10,2,0,12,0,4,4,NA,NA,NA,7,NA,1,NA,NA,NA,167,865,"2347189","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347189"
"7","2020","Cornell","Ivy League",1,"38","Steigerwald, Alex","Fr","C",8,7,0.111,0.2,0.111,NA,18,2,0,0,2,0,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,167,865,"2347213","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347213"
"8","2020","Cornell","Ivy League",1,"6","Ross, Ryan","Fr","OF",7,5,0.111,0.2,0.111,NA,18,2,0,0,2,0,NA,2,NA,NA,NA,10,NA,NA,NA,NA,NA,167,865,"2347203","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347203"
"9","2020","Cornell","Ivy League",1,"19","Lepper, Kaleb","Sr","OF",6,5,0.15,0.19,0.15,NA,20,3,0,0,3,0,1,1,NA,NA,1,9,NA,NA,NA,NA,NA,167,865,"1884384","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884384"
"10","2020","Cornell","Ivy League",1,"15","Collins, Matt","Sr","INF",6,1,0.111,0.2,0.111,2,9,1,0,0,1,0,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,167,865,"1884388","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884388"
"11","2020","Cornell","Ivy League",1,"2","Binnie, Nicholas","Jr","OF",5,3,0.286,0.267,0.5,3,14,4,0,0,7,1,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,167,865,"1997325","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997325"
"12","2020","Cornell","Ivy League",1,"1","Lillios, Nikolas","So","P",5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2111707","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111707"
"13","2020","Cornell","Ivy League",1,"8","Alonso, Franco","Fr","INF",4,1,0,0,0,NA,5,NA,0,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,167,865,"2347220","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347220"
